id,query1,query2
4078,孩子肠胃感冒吃什么食物好？,小孩肠胃感冒严重吗？
4079,孕妇感冒对胎儿有什么影响？,孕妇感冒能吃什么药？
4080,孕妇感冒对胎儿有什么影响？,孕妇感冒该怎么办？
4081,孕妇感冒能吃什么药？,孕妇感冒该怎么办？
4082,服用感冒药期间不可吃什么食物？,来姨妈期间感冒该怎么办？
4083,服用感冒药期间不可吃什么食物？,月经期间感冒有什么影响？
4084,来姨妈期间感冒该怎么办？,月经期间感冒有什么影响？
4085,病毒性感冒传染吗？,病毒性感冒能吃什么药？
4086,病毒性感冒传染吗？,病毒性感冒需要上医院吗？
4087,病毒性感冒能吃什么药？,病毒性感冒需要上医院吗？
4088,蒲地蓝消炎片有副作用吗？,服用蒲地蓝消炎片对胎儿有影响吗？
4089,蒲地蓝消炎片有副作用吗？,蒲地蓝消炎片有什么功效？
4090,服用蒲地蓝消炎片对胎儿有影响吗？,蒲地蓝消炎片有什么功效？
4091,什么是肠胃感冒？,小孩肠胃感冒严重吗？
4092,什么是肠胃感冒？,肠胃感冒能服用什么药
4093,小孩肠胃感冒严重吗？,肠胃感冒能服用什么药
4094,流鼻涕有什么药管用？,一直流鼻涕是感冒了吗？
4095,流鼻涕有什么药管用？,孩子老是流鼻涕能吃什么？
4096,一直流鼻涕是感冒了吗？,孩子老是流鼻涕能吃什么？
4097,感冒咽喉肿痛该怎么办？,感冒为什么咽喉肿痛？
4098,感冒咽喉肿痛该怎么办？,咽喉肿痛多久能好？
4099,感冒为什么咽喉肿痛？,咽喉肿痛多久能好？
4100,感冒怎么治?,感冒有什么症状？
4101,感冒怎么治?,感冒发烧怎么办？
4102,感冒有什么症状？,感冒发烧怎么办？
4103,感冒肺部感染严重吗？,感冒肺部感染服用什么药管用？
4104,感冒肺部感染严重吗？,感冒肺部感染能治好吗？
4105,感冒肺部感染服用什么药管用？,感冒肺部感染能治好吗？
4106,宝宝有点打喷嚏流鼻涕吃什么药好？,吃了药打预防针有什么后果？
4107,宝宝有点打喷嚏流鼻涕吃什么药好？,宝宝流鼻涕隔多久可以打预防针？
4108,吃了药打预防针有什么后果？,宝宝流鼻涕隔多久可以打预防针？
4109,哺乳期感冒怎么办？,哺乳期感冒会影响孩子吗？
4110,哺乳期感冒怎么办？,哺乳期感冒还能喂奶吗？
4111,哺乳期感冒会影响孩子吗？,哺乳期感冒还能喂奶吗？
4112,一直咳嗽和流鼻涕是怎么回事？,喉咙痒，流鼻涕，吃什么好？
4113,一直咳嗽和流鼻涕是怎么回事？,嗓子痒，一直咳嗽，是什么原因？
4114,喉咙痒，流鼻涕，吃什么好？,嗓子痒，一直咳嗽，是什么原因？
4115,四个月婴儿感冒流鼻涕能吃什么药？,四个月婴儿感冒流鼻涕要去医院吗？
4116,四个月婴儿感冒流鼻涕能吃什么药？,婴儿感冒流鼻涕是怎么回事？
4117,四个月婴儿感冒流鼻涕要去医院吗？,婴儿感冒流鼻涕是怎么回事？
4118,宝宝鼻塞流鼻涕能吃什么药管用？,宝宝鼻塞流鼻涕是怎么回事？
4119,宝宝鼻塞流鼻涕能吃什么药管用？,宝宝鼻塞流鼻涕多久能好？
4120,宝宝鼻塞流鼻涕是怎么回事？,宝宝鼻塞流鼻涕多久能好？
4121,布洛芬混悬液有什么危害？,服用布洛芬混悬液过量怎么办？
4122,布洛芬混悬液有什么危害？,布洛芬混悬液有什么副作用？
4123,服用布洛芬混悬液过量怎么办？,布洛芬混悬液有什么副作用？
4124,感冒为什么耳朵疼？,感冒会发生病变吗？
4125,感冒为什么耳朵疼？,感冒耳朵疼会影响听力吗？
4126,感冒会发生病变吗？,感冒耳朵疼会影响听力吗？
4127,小儿氨酚黄那敏颗粒，这个药副作用是不是很大？,宝宝老是流鼻涕是不是得了鼻炎？
4128,小儿氨酚黄那敏颗粒，这个药副作用是不是很大？,宝宝流鼻涕咳嗽打喷嚏是什么问题？
4129,宝宝老是流鼻涕是不是得了鼻炎？,宝宝流鼻涕咳嗽打喷嚏是什么问题？
4130,感冒老是有痰能吃什么水果？,感冒有痰严重吗？
4131,感冒老是有痰能吃什么水果？,感冒后喉咙有痰吃什么药好得快？
4132,感冒有痰严重吗？,感冒后喉咙有痰吃什么药好得快？
4133,感冒全身痛腰也痛，要注意什么？,感冒，全身痛，该吃什么药？
4134,感冒全身痛腰也痛，要注意什么？,感冒腰痛，全身痛需要去医院吗？
4135,感冒，全身痛，该吃什么药？,感冒腰痛，全身痛需要去医院吗？
4136,鼻涕由清变黄是好转吗？,怎么治疗流黄鼻涕？
4137,鼻涕由清变黄是好转吗？,老是流黄鼻涕吃点什么药好？
4138,怎么治疗流黄鼻涕？,老是流黄鼻涕吃点什么药好？
4139,孕妇能闻复方甘草口服液的味道吗,孩子能喝复方甘草口服溶液来进行治疗吗？
4140,孕妇能闻复方甘草口服液的味道吗,孕妇吃什么钙片好？
4141,孩子能喝复方甘草口服溶液来进行治疗吗？,孕妇吃什么钙片好？
4142,感冒耳朵流血是怎么回事？,感冒引起耳朵堵塞去哪冶疗？
4143,感冒耳朵流血是怎么回事？,感冒引起的耳朵疼里面有水严重吗？
4144,感冒引起耳朵堵塞去哪冶疗？,感冒引起的耳朵疼里面有水严重吗？
4145,小孩感冒流鼻涕是感冒了吗？,小孩感冒流鼻涕吃什么见效快？
4146,小孩感冒流鼻涕是感冒了吗？,小孩感冒流鼻涕能服用利巴韦林吗？
4147,小孩感冒流鼻涕吃什么见效快？,小孩感冒流鼻涕能服用利巴韦林吗？
4148,鼻子堵塞，吃点什么药呢？,鼻涕塞住了鼻子，会得鼻炎吗？
4149,鼻子堵塞，吃点什么药呢？,鼻子被堵住，会引发其他疾病吗？
4150,鼻涕塞住了鼻子，会得鼻炎吗？,鼻子被堵住，会引发其他疾病吗？
4151,怀孕感冒要上医院吗？,怀孕八个月感冒吃什么药？
4152,怀孕感冒要上医院吗？,怀孕感冒影响胎儿吗？
4153,怀孕八个月感冒吃什么药？,怀孕感冒影响胎儿吗？
4154,感冒了流眼泪流鼻涕吃什么药好的快？,流鼻涕流泪是感冒吗？
4155,感冒了流眼泪流鼻涕吃什么药好的快？,感冒了鼻塞，流眼泪请问吃什么药？
4156,流鼻涕流泪是感冒吗？,感冒了鼻塞，流眼泪请问吃什么药？
4157,热感冒冷感冒有什么症状？,风热感冒和风寒感冒的起因是什么？
4158,热感冒冷感冒有什么症状？,热感冒冷感冒怎么治疗？
4159,风热感冒和风寒感冒的起因是什么？,热感冒冷感冒怎么治疗？
4160,早产儿怎么护理,孕妇感冒怎样预防
4161,早产儿怎么护理,早产儿感冒能输液吗
4162,孕妇感冒怎样预防,早产儿感冒能输液吗
4163,哺乳期感冒对孩子有影响吗,哺乳期感冒了饮食吃什么
4164,哺乳期感冒对孩子有影响吗,感冒能喝清热解毒口服液吗？
4165,哺乳期感冒了饮食吃什么,感冒能喝清热解毒口服液吗？
4166,哺乳期感冒了饮食吃什么,哺乳期吃感冒药多久能喂奶？
4167,感冒能喝清热解毒口服液吗？,哺乳期吃感冒药多久能喂奶？
4168,感冒能喝清热解毒口服液吗？,哺乳期吃了感冒药对孩子具体有什么影响？
4169,哺乳期吃感冒药多久能喂奶？,哺乳期吃了感冒药对孩子具体有什么影响？
4170,哺乳期吃感冒药多久能喂奶？,哺乳期不吃了感冒药怎么办？
4171,哺乳期吃了感冒药对孩子具体有什么影响？,哺乳期不吃了感冒药怎么办？
4172,风油精有什么危害,孕妇可以运动吗
4173,风油精有什么危害,孕妇应该注意什么
4174,孕妇可以运动吗,孕妇应该注意什么
4175,孕妇可以运动吗,孕妇不小心闻了风油精有什么后果？
4176,孕妇应该注意什么,孕妇不小心闻了风油精有什么后果？
4177,孕妇应该注意什么,孕妇闻风油精有什么影响？
4178,孕妇不小心闻了风油精有什么后果？,孕妇闻风油精有什么影响？
4179,孕妇不小心闻了风油精有什么后果？,孕妇闻到风油精的危害有什么？
4180,孕妇闻风油精有什么影响？,孕妇闻到风油精的危害有什么？
4181,流黄鼻涕会引起发热吗,流黄鼻涕应该注意什么
4182,流黄鼻涕会引起发热吗,流黄鼻涕是有内火吗
4183,流黄鼻涕应该注意什么,流黄鼻涕是有内火吗
4184,流黄鼻涕应该注意什么,孩子经常流黄鼻涕是怎么回事？
4185,流黄鼻涕是有内火吗,孩子经常流黄鼻涕是怎么回事？
4186,流黄鼻涕是有内火吗,孩子经常流黄鼻涕怎么办？
4187,孩子经常流黄鼻涕是怎么回事？,孩子经常流黄鼻涕怎么办？
4188,孩子经常流黄鼻涕是怎么回事？,孩子流黄鼻涕也是感冒吗？
4189,孩子经常流黄鼻涕怎么办？,孩子流黄鼻涕也是感冒吗？
4190,预防感冒吃什么水果好,预防鼻炎有什么小妙招
4191,预防感冒吃什么水果好,预防感冒可以喝板蓝根吗
4192,预防鼻炎有什么小妙招,预防感冒可以喝板蓝根吗
4193,预防鼻炎有什么小妙招,感冒期间会有什么症状发生?
4194,预防感冒可以喝板蓝根吗,感冒期间会有什么症状发生?
4195,预防感冒可以喝板蓝根吗,出现感冒怎么办？
4196,感冒期间会有什么症状发生?,出现感冒怎么办？
4197,感冒期间会有什么症状发生?,感冒是怎样发生的?
4198,出现感冒怎么办？,感冒是怎样发生的?
4199,感冒药注意事项是什么,来月经吃退烧药有什么影响
4200,感冒药注意事项是什么,感冒能吃阿莫西林吗
4201,来月经吃退烧药有什么影响,感冒能吃阿莫西林吗
4202,来月经吃退烧药有什么影响,来月经时感冒该怎么办？
4203,感冒能吃阿莫西林吗,来月经时感冒该怎么办？
4204,感冒能吃阿莫西林吗,来月经不能吃什么感冒药？
4205,来月经时感冒该怎么办？,来月经不能吃什么感冒药？
4206,来月经时感冒该怎么办？,吃了感冒药，月经会不会退后？
4207,来月经不能吃什么感冒药？,吃了感冒药，月经会不会退后？
4208,感冒喉咙痛吃什么药能好,感冒不吃药靠什么提高免疫力
4209,感冒喉咙痛吃什么药能好,嗓子疼不吃药多喝水能好吗
4210,感冒不吃药靠什么提高免疫力,嗓子疼不吃药多喝水能好吗
4211,宝宝感冒能服抗生素吗,婴儿感冒没有别的症状不用药可以吗
4212,宝宝感冒能服抗生素吗,刚刚满月的婴儿该怎么护理
4213,婴儿感冒没有别的症状不用药可以吗,刚刚满月的婴儿该怎么护理
4214,婴儿感冒没有别的症状不用药可以吗,刚满月的婴儿感冒有什么症状呢？
4215,刚刚满月的婴儿该怎么护理,刚满月的婴儿感冒有什么症状呢？
4216,刚刚满月的婴儿该怎么护理,刚满月的宝宝感冒可以用哪些药？
4217,刚满月的婴儿感冒有什么症状呢？,刚满月的宝宝感冒可以用哪些药？
4218,刚满月的婴儿感冒有什么症状呢？,刚满月婴儿，呼吸不畅，不睡觉，是不是感冒了？
4219,刚满月的宝宝感冒可以用哪些药？,刚满月婴儿，呼吸不畅，不睡觉，是不是感冒了？
4220,怀孕感冒了能吃退烧药吗,孕妇可以运动吗
4221,怀孕感冒了能吃退烧药吗,孕妇需要注意饮食避免劳累
4222,孕妇可以运动吗,孕妇需要注意饮食避免劳累
4223,孕妇可以运动吗,怀孕快三个月了感冒了能喝药吗？
4224,孕妇需要注意饮食避免劳累,怀孕快三个月了感冒了能喝药吗？
4225,孕妇需要注意饮食避免劳累,怀孕喝姜水对胎儿有影响吗？
4226,怀孕快三个月了感冒了能喝药吗？,怀孕喝姜水对胎儿有影响吗？
4227,怀孕快三个月了感冒了能喝药吗？,怀孕前吃过感冒药有影响吗？
4228,怀孕喝姜水对胎儿有影响吗？,怀孕前吃过感冒药有影响吗？
4229,吃消炎药期间怀孕了，对胎儿好吗,孕妇吃感冒药有什么危害
4230,吃消炎药期间怀孕了，对胎儿好吗,怀孕了该注意些什么
4231,孕妇吃感冒药有什么危害,怀孕了该注意些什么
4232,孕妇吃感冒药有什么危害,备孕吃了些感冒药可以怀孕吗？
4233,怀孕了该注意些什么,备孕吃了些感冒药可以怀孕吗？
4234,怀孕了该注意些什么,怀孕初期吃感冒药或其他药会怎么样呢？
4235,备孕吃了些感冒药可以怀孕吗？,怀孕初期吃感冒药或其他药会怎么样呢？
4236,备孕吃了些感冒药可以怀孕吗？,怀孕了不能吃感冒药和消炎药？
4237,怀孕初期吃感冒药或其他药会怎么样呢？,怀孕了不能吃感冒药和消炎药？
4238,打喷嚏流清涕吃什么药,流清涕是风寒还是风热
4239,打喷嚏流清涕吃什么药,打喷嚏流清涕是病毒感染吗？
4240,流清涕是风寒还是风热,打喷嚏流清涕是病毒感染吗？
4241,哺乳期感冒不吃药妙招是什么,哺乳期发烧了，还能给宝宝吃奶吗
4242,哺乳期感冒不吃药妙招是什么,怀孕期感冒能吃药吗
4243,哺乳期发烧了，还能给宝宝吃奶吗,怀孕期感冒能吃药吗
4244,哺乳期能吃感冒药吗,感冒吃哪些药对宝宝影响小
4245,哺乳期能吃感冒药吗,哺乳期发烧了，还能给宝宝吃奶吗
4246,感冒吃哪些药对宝宝影响小,哺乳期发烧了，还能给宝宝吃奶吗
4247,感冒吃哪些药对宝宝影响小,哺乳期吃了感冒药怎么办？
4248,哺乳期发烧了，还能给宝宝吃奶吗,哺乳期吃了感冒药怎么办？
4249,哺乳期发烧了，还能给宝宝吃奶吗,哺乳期可以吃感冒药吗？
4250,哺乳期吃了感冒药怎么办？,哺乳期可以吃感冒药吗？
4251,哺乳期吃了感冒药怎么办？,哺乳期吃了感冒药对孩子具体有什么影响？
4252,哺乳期可以吃感冒药吗？,哺乳期吃了感冒药对孩子具体有什么影响？
4253,发烧吃了药不见效是不是抵抗力差了,发烧以后吃了药不见效会不会加重
4254,发烧吃了药不见效是不是抵抗力差了,感冒以后应该注意什么
4255,发烧以后吃了药不见效会不会加重,感冒以后应该注意什么
4256,宝宝打喷嚏有什么小妙招,宝宝感冒流鼻涕会不会引起发烧
4257,宝宝打喷嚏有什么小妙招,宝宝打喷嚏流鼻涕注意多喝水
4258,宝宝感冒流鼻涕会不会引起发烧,宝宝打喷嚏流鼻涕注意多喝水
4259,孕妇妈妈感冒了吃饭应该注意什么,孕妇妈妈感冒的症状有什么
4260,孕妇妈妈感冒了吃饭应该注意什么,妈妈应该怎么护理宝宝
4261,孕妇妈妈感冒的症状有什么,妈妈应该怎么护理宝宝
4262,每天早上打喷嚏流鼻涕是遗传吗,每天早上打嗝是怎么回事
4263,每天早上打喷嚏流鼻涕是遗传吗,每天早上打不起精神是什么原因
4264,每天早上打嗝是怎么回事,每天早上打不起精神是什么原因
4265,孕妇着凉发烧了该怎么办,孕妇感冒期间能洗澡吗
4266,孕妇着凉发烧了该怎么办,孕妇轻微感冒应该在饮食上注意什么
4267,孕妇感冒期间能洗澡吗,孕妇轻微感冒应该在饮食上注意什么
4268,宝宝一直流清鼻涕是不是感冒了,宝宝一直打喷嚏是什么引起的
4269,宝宝一直流清鼻涕是不是感冒了,预防流感打喷嚏的小妙招是什么
4270,宝宝一直打喷嚏是什么引起的,预防流感打喷嚏的小妙招是什么
4271,孕妇感冒了能吃什么药,孕妇能做无氧运动吗
4272,孕妇感冒了能吃什么药,怀孕感冒了可以吃抗生素吗
4273,孕妇能做无氧运动吗,怀孕感冒了可以吃抗生素吗
4274,血常规在什么情况下建议检查,感冒了会不会引起发烧
4275,血常规在什么情况下建议检查,发烧期间抽血，化验结果准确吗
4276,感冒了会不会引起发烧,发烧期间抽血，化验结果准确吗
4277,小孩感冒后可以多喝水吗,小孩感冒了吃什么药最好
4278,小孩感冒后可以多喝水吗,小孩感冒好后能做无氧运动吗
4279,小孩感冒了吃什么药最好,小孩感冒好后能做无氧运动吗
4280,宝宝流鼻涕是不是感冒了,宝宝老是打喷嚏该怎么护理
4281,宝宝流鼻涕是不是感冒了,七个月大的宝宝流鼻涕能洗澡吗
4282,宝宝老是打喷嚏该怎么护理,七个月大的宝宝流鼻涕能洗澡吗
4283,宝宝老是打喷嚏该怎么护理,七个月的宝宝感冒流鼻涕吃啥药见效快？
4284,七个月大的宝宝流鼻涕能洗澡吗,七个月的宝宝感冒流鼻涕吃啥药见效快？
4285,七个月大的宝宝流鼻涕能洗澡吗,宝宝感冒流鼻涕能够吃头孢吗？
4286,七个月的宝宝感冒流鼻涕吃啥药见效快？,宝宝感冒流鼻涕能够吃头孢吗？
4287,七个月的宝宝感冒流鼻涕吃啥药见效快？,3岁宝宝感冒流鼻涕怎么回事？
4288,宝宝感冒流鼻涕能够吃头孢吗？,3岁宝宝感冒流鼻涕怎么回事？
4289,孕妇感冒能不能喝姜汤,感冒可以适量喝红糖姜水吗
4290,孕妇感冒能不能喝姜汤,孕妇感冒了还能洗澡吗
4291,感冒可以适量喝红糖姜水吗,孕妇感冒了还能洗澡吗
4292,宝宝打喷嚏不流鼻涕是怎么回事,小孩子打喷嚏是不是感冒了
4293,宝宝打喷嚏不流鼻涕是怎么回事,预防宝宝感冒有什么小妙招
4294,小孩子打喷嚏是不是感冒了,预防宝宝感冒有什么小妙招
4295,小孩子打喷嚏是不是感冒了,宝宝鼻塞流鼻涕，有没有不吃药的好方法？
4296,预防宝宝感冒有什么小妙招,宝宝鼻塞流鼻涕，有没有不吃药的好方法？
4297,预防宝宝感冒有什么小妙招,婴儿打喷嚏流浓鼻涕是怎么了？
4298,宝宝鼻塞流鼻涕，有没有不吃药的好方法？,婴儿打喷嚏流浓鼻涕是怎么了？
4299,宝宝鼻塞流鼻涕，有没有不吃药的好方法？,婴儿打喷嚏流浓鼻涕是感冒还是发炎了？
4300,婴儿打喷嚏流浓鼻涕是怎么了？,婴儿打喷嚏流浓鼻涕是感冒还是发炎了？
4301,小孩感冒严重会不会引发肺炎,小孩子感冒期间在饮食上不能吃什么
4302,小孩感冒严重会不会引发肺炎,小孩发烧了怎么样才能退烧
4303,小孩子感冒期间在饮食上不能吃什么,小孩发烧了怎么样才能退烧
4304,发烧期间的饮食小妙招是什么,感冒引起的鼻塞流鼻涕打喷嚏会不会恶化
4305,发烧期间的饮食小妙招是什么,感冒是怎么引起的
4306,感冒引起的鼻塞流鼻涕打喷嚏会不会恶化,感冒是怎么引起的
4307,宝宝流鼻涕是不是感冒了,宝宝流鼻涕变成鼻塞会不会发展成鼻炎
4308,宝宝流鼻涕是不是感冒了,孕妇老是流鼻涕能吃什么药
4309,宝宝流鼻涕变成鼻塞会不会发展成鼻炎,孕妇老是流鼻涕能吃什么药
4310,孕妇感冒可以多喝白开水,感冒一直不好会不会咳嗽
4311,孕妇感冒可以多喝白开水,孕妇可以多吃什么水果
4312,感冒一直不好会不会咳嗽,孕妇可以多吃什么水果
4313,发烧多少度才可以吃退烧药,感冒药里含有的退烧成分是什么
4314,发烧多少度才可以吃退烧药,退烧药需要间隔4到6小时使用一次吗
4315,感冒药里含有的退烧成分是什么,退烧药需要间隔4到6小时使用一次吗
4316,一直流鼻涕会导致鼻炎吗,一直流鼻涕会不会恶化为鼻癌
4317,一直流鼻涕会导致鼻炎吗,一直流鼻涕是什么引起的
4318,一直流鼻涕会不会恶化为鼻癌,一直流鼻涕是什么引起的
4319,5岁小孩感冒会不会头痛,5岁小孩流鼻涕咳嗽是不是肺炎
4320,5岁小孩感冒会不会头痛,5岁小孩咳嗽会不会引起肺炎
4321,5岁小孩流鼻涕咳嗽是不是肺炎,5岁小孩咳嗽会不会引起肺炎
4322,感冒流黄鼻涕可以喝板蓝根吗,感冒流黄鼻涕是不是鼻炎
4323,感冒流黄鼻涕可以喝板蓝根吗,感冒注意多喝水多休息不吃药可以吗
4324,感冒流黄鼻涕是不是鼻炎,感冒注意多喝水多休息不吃药可以吗
4325,头痛流鼻涕是不是感冒了,咳嗽痰是黄色的代表什么
4326,头痛流鼻涕是不是感冒了,头痛流鼻涕咳嗽但没有发烧，是肺炎吗
4327,咳嗽痰是黄色的代表什么,头痛流鼻涕咳嗽但没有发烧，是肺炎吗
4328,感冒后鼻子上火是不是过敏,发烧伴有鼻子上火生疮该吃什么药
4329,感冒后鼻子上火是不是过敏,鼻子上火注意多喝水不吃药能恢复吗
4330,发烧伴有鼻子上火生疮该吃什么药,鼻子上火注意多喝水不吃药能恢复吗
4331,感冒了会不会引起发烧,感冒吃了药不见效是不是抵抗力差了
4332,感冒了会不会引起发烧,感冒了不吃药能康复吗
4333,感冒吃了药不见效是不是抵抗力差了,感冒了不吃药能康复吗
4334,宝宝流鼻涕流眼泪是不是感冒了,宝宝流鼻涕打喷嚏是不是受凉了
4335,宝宝流鼻涕流眼泪是不是感冒了,宝宝流鼻涕打喷嚏，请问是鼻炎吗
4336,宝宝流鼻涕打喷嚏是不是受凉了,宝宝流鼻涕打喷嚏，请问是鼻炎吗
4337,来月经感冒了应该在饮食上注意什么,来月经感冒了不流鼻涕是鼻炎吗
4338,来月经感冒了应该在饮食上注意什么,来月经感冒了能吃中药吗
4339,来月经感冒了不流鼻涕是鼻炎吗,来月经感冒了能吃中药吗
4340,儿童感冒的症状是什么,十一岁孩子感冒流鼻涕会不会是鼻炎
4341,儿童感冒的症状是什么,十一岁孩子感冒发烧但是不流鼻涕，是什么情况
4342,十一岁孩子感冒流鼻涕会不会是鼻炎,十一岁孩子感冒发烧但是不流鼻涕，是什么情况
4343,发烧咳嗽需不需要做血常规,宝宝感冒是不是抵抗力差引起的
4344,发烧咳嗽需不需要做血常规,小儿肺炎血常规都查什么
4345,宝宝感冒是不是抵抗力差引起的,小儿肺炎血常规都查什么
4346,孕妇感冒不能吃什么药,孕妇感冒了饮食上应注意什么
4347,孕妇感冒不能吃什么药,孕妇感冒了能不能输液
4348,孕妇感冒了饮食上应注意什么,孕妇感冒了能不能输液
4349,哺乳期感冒能吃感冒药吗,哺乳期吃什么水果增强免疫力
4350,哺乳期感冒能吃感冒药吗,哺乳期感冒了宝宝还能不能吃奶
4351,哺乳期吃什么水果增强免疫力,哺乳期感冒了宝宝还能不能吃奶
4352,感冒了呕吐是急性胃肠炎吗,胃肠型感冒能服用抗生素吗
4353,感冒了呕吐是急性胃肠炎吗,胃肠型感冒能吃止泻药吗
4354,胃肠型感冒能服用抗生素吗,胃肠型感冒能吃止泻药吗
4355,头疼发烧是感冒了吗,感冒的典型症状有哪些
4356,头疼发烧是感冒了吗,感冒分风热感冒和风寒感冒两种吗
4357,感冒的典型症状有哪些,感冒分风热感冒和风寒感冒两种吗
4358,11个月的宝宝老是流鼻涕是鼻炎吗,11个月的宝宝老是流鼻涕需要打针吗
4359,11个月的宝宝老是流鼻涕是鼻炎吗,11个月的宝宝老是流鼻涕能喝姜糖水吗
4360,11个月的宝宝老是流鼻涕需要打针吗,11个月的宝宝老是流鼻涕能喝姜糖水吗
4361,婴儿感冒流鼻涕能吃感冒灵吗,婴儿感冒流鼻涕多喝水可以吗
4362,婴儿感冒流鼻涕能吃感冒灵吗,婴儿感冒流鼻涕是上呼吸道感染吗
4363,婴儿感冒流鼻涕多喝水可以吗,婴儿感冒流鼻涕是上呼吸道感染吗
4364,2周岁小孩经常感冒是免疫力差吗,2周岁小孩经常感冒能打流感疫苗吗
4365,2周岁小孩经常感冒是免疫力差吗,小孩经常感冒能吃抗病毒的药吗
4366,2周岁小孩经常感冒能打流感疫苗吗,小孩经常感冒能吃抗病毒的药吗
4367,孩子细菌性感冒可以喝抗病毒口服液吗,孩子细菌性感冒可以吃中成药吗
4368,孩子细菌性感冒可以喝抗病毒口服液吗,孩子细菌性感冒需要做血常规检查吗
4369,孩子细菌性感冒可以吃中成药吗,孩子细菌性感冒需要做血常规检查吗
4370,心脑供血不足有什么症状,心脑供血不足能引起中风吗
4371,心脑供血不足有什么症状,心脑供血不足需要输液体吗
4372,心脑供血不足能引起中风吗,心脑供血不足需要输液体吗
4373,小孩胃肠型感冒是病毒型感冒吗,咽喉发炎是胃肠型感冒的症状吗
4374,小孩胃肠型感冒是病毒型感冒吗,小孩胃肠型感冒是细菌感染吗
4375,咽喉发炎是胃肠型感冒的症状吗,小孩胃肠型感冒是细菌感染吗
4376,婴儿吃感冒药拉肚子是上呼吸道感染吗,婴儿吃感冒药拉肚子可以吃小儿复方胰酶散吗
4377,婴儿吃感冒药拉肚子是上呼吸道感染吗,婴儿吃感冒药拉肚子需要化验大便吗
4378,婴儿吃感冒药拉肚子可以吃小儿复方胰酶散吗,婴儿吃感冒药拉肚子需要化验大便吗
4379,怀孕初期有发烧症状怎么办,怀孕初期怎样预防发烧
4380,怀孕初期有发烧症状怎么办,怀孕初期感冒喝葱姜水可以吗
4381,怀孕初期怎样预防发烧,怀孕初期感冒喝葱姜水可以吗
4382,小孩经常感冒能打流感疫苗吗,小孩感冒喝抗病毒口服液可以吗
4383,小孩经常感冒能打流感疫苗吗,小孩感冒能吃消炎药吗
4384,小孩感冒喝抗病毒口服液可以吗,小孩感冒能吃消炎药吗
4385,流鼻涕鼻塞是鼻窦炎的症状吗,孩子流鼻涕鼻塞是鼻炎吗
4386,流鼻涕鼻塞是鼻窦炎的症状吗,流鼻涕鼻塞能吃阿莫西林吗
4387,孩子流鼻涕鼻塞是鼻炎吗,流鼻涕鼻塞能吃阿莫西林吗
4388,儿童感冒能引起支气管炎吗,儿童感冒发烧能引起肺炎吗
4389,儿童感冒能引起支气管炎吗,儿童感冒了可以服用快克吗
4390,儿童感冒发烧能引起肺炎吗,儿童感冒了可以服用快克吗
4391,怀孕初期感冒了可以用药吗,怀孕初期感冒了是免疫力下降吗
4392,怀孕初期感冒了可以用药吗,怀孕初期感冒了能吃头孢类要吗
4393,怀孕初期感冒了是免疫力下降吗,怀孕初期感冒了能吃头孢类要吗
4394,小孩感冒流鼻涕咳嗽吃感冒灵颗粒吗,感冒流鼻涕咳嗽可以喝双黄连口服液吗
4395,小孩感冒流鼻涕咳嗽吃感冒灵颗粒吗,小孩感冒流鼻涕咳嗽能引起鼻窦炎吗
4396,感冒流鼻涕咳嗽可以喝双黄连口服液吗,小孩感冒流鼻涕咳嗽能引起鼻窦炎吗
4397,排卵期感冒了可以注射流感疫苗吗,排卵期感冒了可以吃药吗
4398,排卵期感冒了可以注射流感疫苗吗,排卵期感冒了怎么办
4399,排卵期感冒了可以吃药吗,排卵期感冒了怎么办
4400,吃感冒药会不会引起月经推迟,月经推迟能吃益母草颗粒吗
4401,吃感冒药会不会引起月经推迟,经期感冒了能吃抗菌药吗
4402,月经推迟能吃益母草颗粒吗,经期感冒了能吃抗菌药吗
4403,感冒了流黄浓鼻涕是上火受凉了吗,感冒流黄浓鼻涕可以吃双黄连吗
4404,感冒了流黄浓鼻涕是上火受凉了吗,感冒流黄浓鼻涕喝清热解毒口服液可以吗
4405,感冒流黄浓鼻涕可以吃双黄连吗,感冒流黄浓鼻涕喝清热解毒口服液可以吗
4406,冬天经常感冒可以打预防针吗,冬天经常感冒可以吃维生素提高免疫力吗
4407,冬天经常感冒可以打预防针吗,冬天经常感冒是不是细菌感染
4408,冬天经常感冒可以吃维生素提高免疫力吗,冬天经常感冒是不是细菌感染
4409,鼻子不通，流鼻涕，不头痛是感冒的症状吗,鼻子不通，流鼻涕，不头痛能吃伤风胶囊吗
4410,鼻子不通，流鼻涕，不头痛是感冒的症状吗,鼻子不通，流鼻涕是鼻炎吗
4411,鼻子不通，流鼻涕，不头痛能吃伤风胶囊吗,鼻子不通，流鼻涕是鼻炎吗
4412,恶心呕吐是肠胃性感冒吗,肠胃性感冒是细菌感染吗
4413,恶心呕吐是肠胃性感冒吗,肠胃性感冒需要服用什么药
4414,肠胃性感冒是细菌感染吗,肠胃性感冒需要服用什么药
4415,三个月宝宝鼻子不透气是鼻炎吗,婴儿鼻子呼呼响没看到鼻涕是呼吸道疾病吗
4416,三个月宝宝鼻子不透气是鼻炎吗,三个月宝宝鼻子呼呼响没看到鼻涕需要吃药吗
4417,婴儿鼻子呼呼响没看到鼻涕是呼吸道疾病吗,三个月宝宝鼻子呼呼响没看到鼻涕需要吃药吗
